"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"12","千葉県","12102","千葉市花見川区","121020013000","三角町","35.681891","140.116662","1","1"
"12","千葉県","12102","千葉市花見川区","121020014001","瑞穂一丁目","35.666123","140.069915","1","3"
"12","千葉県","12102","千葉市花見川区","121020014002","瑞穂二丁目","35.663124","140.071615","1","3"
"12","千葉県","12102","千葉市花見川区","121020014003","瑞穂三丁目","35.661092","140.067658","1","3"
"12","千葉県","12102","千葉市花見川区","121020015000","西小中台","35.652087","140.087444","1","1"
"12","千葉県","12102","千葉市花見川区","121020016000","千種町","35.679687","140.111462","1","1"
"12","千葉県","12102","千葉市花見川区","121020017000","大日町","35.681683","140.131896","1","1"
"12","千葉県","12102","千葉市花見川区","121020018001","朝日ケ丘一丁目","35.657736","140.090826","1","3"
"12","千葉県","12102","千葉市花見川区","121020018002","朝日ケ丘二丁目","35.658183","140.085354","1","3"
"12","千葉県","12102","千葉市花見川区","121020018003","朝日ケ丘三丁目","35.654909","140.085207","1","3"
"12","千葉県","12102","千葉市花見川区","121020018004","朝日ケ丘四丁目","35.657164","140.080135","1","3"
"12","千葉県","12102","千葉市花見川区","121020018005","朝日ケ丘五丁目","35.661153","140.082802","1","3"
"12","千葉県","12102","千葉市花見川区","121020019000","朝日ケ丘町","35.657795","140.087160","1","1"
"12","千葉県","12102","千葉市花見川区","121020020001","長作台一丁目","35.682385","140.080634","1","3"
"12","千葉県","12102","千葉市花見川区","121020020002","長作台二丁目","35.684127","140.082895","1","3"
"12","千葉県","12102","千葉市花見川区","121020021000","長作町","35.680351","140.077171","1","1"
"12","千葉県","12102","千葉市花見川区","121020022000","天戸町","35.677826","140.088918","1","1"
"12","千葉県","12102","千葉市花見川区","121020023000","内山町","35.695256","140.131123","1","1"
"12","千葉県","12102","千葉市花見川区","121020024001","南花園一丁目","35.649816","140.079604","1","3"
"12","千葉県","12102","千葉市花見川区","121020024002","南花園二丁目","35.651241","140.072312","1","3"
"12","千葉県","12102","千葉市花見川区","121020025000","柏井町","35.695372","140.104781","1","1"
"12","千葉県","12102","千葉市花見川区","121020026000","畑町","35.667036","140.080930","1","1"
"12","千葉県","12102","千葉市花見川区","121020027001","武石町一丁目","35.667104","140.063749","1","3"
"12","千葉県","12102","千葉市花見川区","121020027002","武石町二丁目","35.661816","140.062824","1","3"
"12","千葉県","12102","千葉市花見川区","121020028001","幕張町一丁目","35.662655","140.046708","1","3"
"12","千葉県","12102","千葉市花見川区","121020028002","幕張町二丁目","35.665917","140.051608","1","3"
"12","千葉県","12102","千葉市花見川区","121020028003","幕張町三丁目","35.669013","140.056447","1","3"
"12","千葉県","12102","千葉市花見川区","121020028004","幕張町四丁目","35.666784","140.058419","1","3"
"12","千葉県","12102","千葉市花見川区","121020028005","幕張町五丁目","35.654695","140.056788","1","3"
"12","千葉県","12102","千葉市花見川区","121020028006","幕張町六丁目","35.659077","140.060965","1","3"
"12","千葉県","12102","千葉市花見川区","121020029001","幕張本郷一丁目","35.670665","140.038597","1","3"
"12","千葉県","12102","千葉市花見川区","121020029002","幕張本郷二丁目","35.668297","140.041634","1","3"
"12","千葉県","12102","千葉市花見川区","121020029003","幕張本郷三丁目","35.666586","140.045629","1","3"
"12","千葉県","12102","千葉市花見川区","121020029004","幕張本郷四丁目","35.667631","140.049858","1","3"
"12","千葉県","12102","千葉市花見川区","121020029005","幕張本郷五丁目","35.671630","140.045800","1","3"
"12","千葉県","12102","千葉市花見川区","121020029006","幕張本郷六丁目","35.674574","140.042705","1","3"
"12","千葉県","12102","千葉市花見川区","121020029007","幕張本郷七丁目","35.673603","140.049119","1","3"
"12","千葉県","12102","千葉市花見川区","121020030000","浪花町","35.657319","140.066806","1","1"
"12","千葉県","12102","千葉市花見川区","121020031000","犢橋町","35.670298","140.105640","1","1"
"12","千葉県","12102","千葉市花見川区","121020032001","柏井一丁目","35.694201","140.095004","0","3"
"12","千葉県","12102","千葉市花見川区","121020032004","柏井四丁目","35.705446","140.104505","0","3"
"12","千葉県","12102","千葉市花見川区","121020033001","み春野一丁目","35.692453","140.136872","0","0"
"12","千葉県","12102","千葉市花見川区","121020033003","み春野三丁目","35.694919","140.137329","0","0"
"12","千葉県","12102","千葉市花見川区","121020033002","み春野二丁目","35.690683","140.139399","0","0"
