"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"12","千葉県","12105","千葉市緑区","121050010000","古市場町","35.545383","140.149662","1","1"
"12","千葉県","12105","千葉市緑区","121050011000","高津戸町","35.539384","140.261067","1","1"
"12","千葉県","12105","千葉市緑区","121050012000","高田町","35.561543","140.222136","1","1"
"12","千葉県","12105","千葉市緑区","121050013000","小金沢町","35.543038","140.170918","1","1"
"12","千葉県","12105","千葉市緑区","121050014000","小山町","35.506972","140.268587","1","1"
"12","千葉県","12105","千葉市緑区","121050015000","小食土町","35.518820","140.276562","1","1"
"12","千葉県","12105","千葉市緑区","121050016000","上大和田町","35.555148","140.281895","1","1"
"12","千葉県","12105","千葉市緑区","121050017000","大金沢町","35.538786","140.177904","1","1"
"12","千葉県","12105","千葉市緑区","121050018000","大高町","35.538074","140.251399","1","1"
"12","千葉県","12105","千葉市緑区","121050019000","大膳野町","35.543975","140.195966","1","1"
"12","千葉県","12105","千葉市緑区","121050020000","大椎町","35.515994","140.255155","1","1"
"12","千葉県","12105","千葉市緑区","121050021000","大木戸町","35.519360","140.244526","1","1"
"12","千葉県","12105","千葉市緑区","121050022001","大野台一丁目","35.516998","140.228454","1","3"
"12","千葉県","12105","千葉市緑区","121050022002","大野台二丁目","35.511957","140.240151","1","3"
"12","千葉県","12105","千葉市緑区","121050023000","中西町","35.538350","140.158619","1","1"
"12","千葉県","12105","千葉市緑区","121050024000","椎名崎町","35.549587","140.155857","1","1"
"12","千葉県","12105","千葉市緑区","121050025000","土気町","35.535951","140.275025","1","1"
"12","千葉県","12105","千葉市緑区","121050026000","東山科町","35.583514","140.189618","1","1"
"12","千葉県","12105","千葉市緑区","121050027000","板倉町","35.504459","140.255642","1","1"
"12","千葉県","12105","千葉市緑区","121050028000","富岡町","35.542617","140.163218","1","1"
"12","千葉県","12105","千葉市緑区","121050029000","平山町","35.571805","140.194691","1","1"
"12","千葉県","12105","千葉市緑区","121050030000","平川町","35.552048","140.244665","1","1"
"12","千葉県","12105","千葉市緑区","121050031000","辺田町","35.564796","140.185686","1","1"
"12","千葉県","12105","千葉市緑区","121050032000","茂呂町","35.535676","140.173745","1","1"
"12","千葉県","12105","千葉市緑区","121050033001","誉田町一丁目","35.551995","140.197742","1","3"
"12","千葉県","12105","千葉市緑区","121050033002","誉田町二丁目","35.548485","140.209965","1","3"
"12","千葉県","12105","千葉市緑区","121050033003","誉田町三丁目","35.543626","140.212926","1","3"
"12","千葉県","12105","千葉市緑区","121050034000","落井町","35.543155","140.159445","1","1"
"12","千葉県","12105","千葉市緑区","121050035001","あすみが丘東一丁目","35.527089","140.280817","0","3"
"12","千葉県","12105","千葉市緑区","121050035002","あすみが丘東二丁目","35.525004","140.276215","0","3"
"12","千葉県","12105","千葉市緑区","121050035003","あすみが丘東三丁目","35.523975","140.281194","0","3"
"12","千葉県","12105","千葉市緑区","121050035004","あすみが丘東四丁目","35.522073","140.276760","0","3"
"12","千葉県","12105","千葉市緑区","121050035005","あすみが丘東五丁目","35.519916","140.274837","0","3"
