"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"12","千葉県","12104","千葉市若葉区","121040014000","更科町","35.619006","140.223222","1","1"
"12","千葉県","12104","千葉市若葉区","121040015000","高根町","35.598803","140.209329","1","1"
"12","千葉県","12104","千葉市若葉区","121040016000","高品町","35.622697","140.136032","1","1"
"12","千葉県","12104","千葉市若葉区","121040017000","佐和町","35.587022","140.206546","1","1"
"12","千葉県","12104","千葉市若葉区","121040018000","坂月町","35.612264","140.179409","1","1"
"12","千葉県","12104","千葉市若葉区","121040019001","桜木一丁目","35.619533","140.156247","1","3"
"12","千葉県","12104","千葉市若葉区","121040019002","桜木二丁目","35.620943","140.163882","1","3"
"12","千葉県","12104","千葉市若葉区","121040019003","桜木三丁目","35.623172","140.160113","1","3"
"12","千葉県","12104","千葉市若葉区","121040019004","桜木四丁目","35.625085","140.157024","1","3"
"12","千葉県","12104","千葉市若葉区","121040019005","桜木五丁目","35.626205","140.154903","1","3"
"12","千葉県","12104","千葉市若葉区","121040019006","桜木六丁目","35.630867","140.156050","0","3"
"12","千葉県","12104","千葉市若葉区","121040019007","桜木七丁目","35.629268","140.160204","0","3"
"12","千葉県","12104","千葉市若葉区","121040019008","桜木八丁目","35.627026","140.162790","0","3"
"12","千葉県","12104","千葉市若葉区","121040020000","桜木町","35.627966","140.160463","1","1"
"12","千葉県","12104","千葉市若葉区","121040021001","若松台一丁目","35.650076","140.170076","1","3"
"12","千葉県","12104","千葉市若葉区","121040021002","若松台二丁目","35.648914","140.171244","1","3"
"12","千葉県","12104","千葉市若葉区","121040021003","若松台三丁目","35.650728","140.175605","1","3"
"12","千葉県","12104","千葉市若葉区","121040022000","若松町","35.645732","140.154699","1","1"
"12","千葉県","12104","千葉市若葉区","121040023000","小間子町","35.618154","140.258897","1","1"
"12","千葉県","12104","千葉市若葉区","121040024001","小倉台一丁目","35.628156","140.169710","1","3"
"12","千葉県","12104","千葉市若葉区","121040024002","小倉台二丁目","35.625594","140.171218","1","3"
"12","千葉県","12104","千葉市若葉区","121040024003","小倉台三丁目","35.626649","140.174221","1","3"
"12","千葉県","12104","千葉市若葉区","121040024004","小倉台四丁目","35.629819","140.171321","1","3"
"12","千葉県","12104","千葉市若葉区","121040024005","小倉台五丁目","35.630691","140.174265","1","3"
"12","千葉県","12104","千葉市若葉区","121040024006","小倉台六丁目","35.630248","140.178166","1","3"
"12","千葉県","12104","千葉市若葉区","121040024007","小倉台七丁目","35.627273","140.178537","1","3"
"12","千葉県","12104","千葉市若葉区","121040025000","小倉町","35.621064","140.173304","1","1"
"12","千葉県","12104","千葉市若葉区","121040026000","上泉町","35.620886","140.239823","1","1"
"12","千葉県","12104","千葉市若葉区","121040027001","西都賀一丁目","35.634976","140.145605","1","3"
"12","千葉県","12104","千葉市若葉区","121040027002","西都賀二丁目","35.638561","140.146140","1","3"
"12","千葉県","12104","千葉市若葉区","121040027003","西都賀三丁目","35.637234","140.148544","1","3"
"12","千葉県","12104","千葉市若葉区","121040027004","西都賀四丁目","35.640222","140.151897","1","3"
"12","千葉県","12104","千葉市若葉区","121040027005","西都賀五丁目","35.642053","140.149548","1","3"
"12","千葉県","12104","千葉市若葉区","121040028001","千城台西一丁目","35.624574","140.181576","1","3"
"12","千葉県","12104","千葉市若葉区","121040028002","千城台西二丁目","35.620278","140.185083","1","3"
"12","千葉県","12104","千葉市若葉区","121040028003","千城台西三丁目","35.618455","140.182872","1","3"
"12","千葉県","12104","千葉市若葉区","121040029001","千城台東一丁目","35.621361","140.191832","1","3"
"12","千葉県","12104","千葉市若葉区","121040029002","千城台東二丁目","35.619315","140.194762","1","3"
"12","千葉県","12104","千葉市若葉区","121040029003","千城台東三丁目","35.618613","140.197251","1","3"
"12","千葉県","12104","千葉市若葉区","121040029004","千城台東四丁目","35.616645","140.198482","1","3"
"12","千葉県","12104","千葉市若葉区","121040030001","千城台南一丁目","35.619338","140.189408","1","3"
"12","千葉県","12104","千葉市若葉区","121040030002","千城台南二丁目","35.617486","140.188210","1","3"
"12","千葉県","12104","千葉市若葉区","121040030003","千城台南三丁目","35.615197","140.188622","1","3"
"12","千葉県","12104","千葉市若葉区","121040030004","千城台南四丁目","35.613029","140.191072","1","3"
"12","千葉県","12104","千葉市若葉区","121040031001","千城台北一丁目","35.627859","140.183254","1","3"
"12","千葉県","12104","千葉市若葉区","121040031002","千城台北二丁目","35.625876","140.187196","1","3"
"12","千葉県","12104","千葉市若葉区","121040031003","千城台北三丁目","35.623528","140.190030","1","3"
"12","千葉県","12104","千葉市若葉区","121040031004","千城台北四丁目","35.625185","140.192757","1","3"
"12","千葉県","12104","千葉市若葉区","121040032000","川井町","35.586927","140.217284","1","1"
"12","千葉県","12104","千葉市若葉区","121040033000","多部田町","35.594591","140.195802","1","1"
"12","千葉県","12104","千葉市若葉区","121040034000","太田町","35.607472","140.175896","1","1"
"12","千葉県","12104","千葉市若葉区","121040035000","大井戸町","35.625863","140.214935","1","1"
"12","千葉県","12104","千葉市若葉区","121040036001","大宮台一丁目","35.594249","140.184427","1","3"
"12","千葉県","12104","千葉市若葉区","121040036002","大宮台二丁目","35.589872","140.183647","1","3"
"12","千葉県","12104","千葉市若葉区","121040036003","大宮台三丁目","35.589281","140.181089","1","3"
"12","千葉県","12104","千葉市若葉区","121040036004","大宮台四丁目","35.591464","140.181815","1","3"
"12","千葉県","12104","千葉市若葉区","121040036005","大宮台五丁目","35.593550","140.178273","1","3"
"12","千葉県","12104","千葉市若葉区","121040036006","大宮台六丁目","35.594643","140.181554","1","3"
"12","千葉県","12104","千葉市若葉区","121040036007","大宮台七丁目","35.598644","140.182407","1","3"
"12","千葉県","12104","千葉市若葉区","121040037000","大宮町","35.597695","140.167607","1","1"
"12","千葉県","12104","千葉市若葉区","121040038000","大広町","35.576238","140.207422","1","1"
"12","千葉県","12104","千葉市若葉区","121040039000","大草町","35.610086","140.189705","1","1"
"12","千葉県","12104","千葉市若葉区","121040040000","谷当町","35.644532","140.216665","1","1"
"12","千葉県","12104","千葉市若葉区","121040041000","旦谷町","35.650560","140.210554","1","1"
"12","千葉県","12104","千葉市若葉区","121040042000","中田町","35.602034","140.224680","1","1"
"12","千葉県","12104","千葉市若葉区","121040043000","中野町","35.583853","140.266027","1","1"
"12","千葉県","12104","千葉市若葉区","121040044000","殿台町","35.635261","140.126167","1","1"
"12","千葉県","12104","千葉市若葉区","121040045001","都賀一丁目","35.631172","140.145564","1","3"
"12","千葉県","12104","千葉市若葉区","121040045002","都賀二丁目","35.632382","140.147784","1","3"
"12","千葉県","12104","千葉市若葉区","121040045003","都賀三丁目","35.635550","140.150693","1","3"
"12","千葉県","12104","千葉市若葉区","121040045004","都賀四丁目","35.634406","140.152888","1","3"
"12","千葉県","12104","千葉市若葉区","121040045005","都賀五丁目","35.639438","140.154775","0","3"
"12","千葉県","12104","千葉市若葉区","121040046001","都賀の台一丁目","35.640335","140.142348","1","3"
"12","千葉県","12104","千葉市若葉区","121040046002","都賀の台二丁目","35.643924","140.140966","1","3"
"12","千葉県","12104","千葉市若葉区","121040046003","都賀の台三丁目","35.644580","140.143988","1","3"
"12","千葉県","12104","千葉市若葉区","121040046004","都賀の台四丁目","35.641880","140.145637","1","3"
"12","千葉県","12104","千葉市若葉区","121040047000","東寺山町","35.627334","140.130039","1","1"
"12","千葉県","12104","千葉市若葉区","121040048000","富田町","35.605496","140.248507","1","1"
"12","千葉県","12104","千葉市若葉区","121040049000","北大宮台","35.600824","140.178899","1","1"
"12","千葉県","12104","千葉市若葉区","121040050000","北谷津町","35.608345","140.201678","1","1"
"12","千葉県","12104","千葉市若葉区","121040051000","野呂町","35.576969","140.234786","1","1"
"12","千葉県","12104","千葉市若葉区","121040052000","和泉町","35.576794","140.253895","1","1"
"12","千葉県","12104","千葉市若葉区","121040053001","桜木北一丁目","35.631894","140.162296","0","3"
"12","千葉県","12104","千葉市若葉区","121040053002","桜木北二丁目","35.634582","140.157507","0","3"
"12","千葉県","12104","千葉市若葉区","121040053003","桜木北三丁目","35.636829","140.161034","0","3"
"12","千葉県","12104","千葉市若葉区","121040054001","貝塚一丁目","35.625967","140.152036","0","3"
"12","千葉県","12104","千葉市若葉区","121040054002","貝塚二丁目","35.631269","140.152793","0","3"
